<<<<<<< HEAD:RawData/SentimentInfluencerInputData .csv
@RyanSheckler,Ryan,Schekler,Sports_celeb
@prod84,Paul,Rodriguez,Sports_celeb
@BAM_MARGERA,Bam,Margera,Sports_celeb
@TravisPastrana,Travis,Pastrana,Sports_celeb
@derekhough,Derek,Hough,Sports_celeb
@juliannehough,Julianne,Hough,Sports_celeb
@JeffGordonWeb,Jeff,Gordon,Sports_celeb
@JimmyJohnson,Jimmy,Johnson,Sports_celeb
@JohnCena,John,Cena,Sports_celeb
@DanicaPatrick,Danica,Patrick,Sports_celeb
@nickdiaz209,Nick,Diaz,Sports_celeb
@DaleJr,Dale,Earnhart,Sports_celeb
@CameronHanes,Cameron,Hanes,Sports_celeb
@shaunwhite,Shawn,White,Sports_celeb
@DjokerNole,Novak,Djokovic,Sports_celeb
@steveaustinBSR,Steve,Austin,Sports_celeb
@UKCoachCalipari,John,Calipari,Sports_celeb
@RSherman_25,Richard,Sherman,Sports_celeb
@CP3,Chris,Paul,Sports_celeb
@CaroWozniacki,Caroline,Wozniacki,Sports_celeb
@RondaRousey,Ronda,Rowsy,Sports_celeb
@SkyDigg4,Skylar,Diggins,Sports_celeb
@Candace_Parker,Candice,Parker,Sports_celeb
@criscyborg,Cris,Cyborg,Sports_celeb
@Amanda_Leoa,Amanda,Nunez,Sports_celeb
@MieshaTate,Miesha,Tate,Sports_celeb
@JoelEmbiid,Joel,Embiid,Sports_celeb
@ApoloOhno,Apollo,Anton Ono,Sports_celeb
@usainbolt,Usain,St. Leo Bolt,Sports_celeb
@blakegriffin23,Blake,Griffin,Sports_celeb
@kevinlove,Kevin,Love,Sports_celeb
@mistyonpointe,Misty,Copeland,Sports_celeb
@MikeTyson,Mike,Tyson,Sports_celeb
@GeorgeForeman,George,Foreman,Sports_celeb
@StephMcMahon,Stephanie,Mcmahon,Sports_celeb
@rolopez42,Robin,Lopez,Sports_celeb
@DwyaneWade,Dwyane,Wade,Sports_celeb
@BizNasty2point0,Paul,Bissonette,Sports_celeb
@gracie_kron,Kron,Gracie,Sports_celeb
@GarbiMuguruza,Garbine,Muguruza,Sports_celeb
@alexmorgan13,Alex,Morgan,Sports_celeb
@SteveNash,Steve,Nash,Sports_celeb
@J_No24,Josh,Norman,Sports_celeb
@MSkinner2016,Mikayla,Skinner,Sports_celeb
@ShawnJohnson,Shawn,Johnson,Sports_celeb
@kristiyamaguchi,Kristi,Yamaguchi,Sports_celeb
@McIlroyRory,Rory,McIlroy,Sports_celeb
@LewisHamilton,Lewis,Hamilton,Sports_celeb
@neymarjr,Neymar,Jr,Sports_celeb
@RafaelNadal,Rafael,Nadal,Sports_celeb
@GarethBale11,Gareth,Bale,Sports_celeb
@MoSalah,Mohamed,Salah,Sports_celeb
@keinishikori,Kei,Nishikori,Sports_celeb
@Canelo,Canelo,Alvarez,Sports_celeb
@Aly_Raisman,Aly,Raisman,Sports_celeb
@MikeTrout,Mike,Trout,Sports_celeb
@realDonaldTrump,Donald,Trump,Politicians
@HilaryClinton,Hilary,Clinton,Politicians
@BarackObama,Barack,Obama,Politicians
@BillClinton,Bill,Clinton,Politicians
@BernieSanders,Bernie,Sanders,Politicians
@tedcruz,Ted,Cruz,Politicians
@JohnKasich,John,Kasich,Politicians
@marcorubio,Marco,Rubio,Politicians
@SecretaryCarson,Ben,Carson,Politicians
@JebBush,Jeb,Bush,Politicians
@gov_gilmore,Jim,Gilmore,Politicians
@GovChristie,Chris,Christie,Politicians
@CarlyFiorina,Carly,Fiorina,Politicians
@RickSantorum,Rick,Santorum,Politicians
@RandPaul,Rand,Paul,Politicians
@GovMikeHuckabee,Mike,Huckabee,Politicians
@GovernorPataki,George,Pataki,Politicians
@LindseyGrahamSC,Lindsey,Graham,Politicians
@BobbyJindal,Bobby,Jindal,Politicians
@lessig,Lawrence,Lessig,Politicians
@LincolnChafee,Lincoln,Chafee,Politicians
@JimWebbUSA,Jim,Webb,Politicians
@ScottWalker,Scott,Walker,Politicians
@SecretaryPerry,Rick,Perry,Politicians
@JoeBiden,Joe,Biden,Politicians
@SenGillibrand,Kirsten,Gillibrand,Politicians
@SenWarren,Elizabeth,Warren,Politicians
@CoryBooker,Cory,Booker,Politicians
@SenSherrodBrown,Sherrod,Brown,Politicians
@KamalaHarris,Kamala,Harris,Politicians
@AKWeissman,Andrew,Weissman,Politicians
@lpolgreen,Lydia,Polgreen,Politicians
@Schriock1,Stephanie,Schriock,Politicians
@ninaturner,Nina,Turner,Politicians
@MassAGO,Maura,Healey,Politicians
@susanamendoza10,Susana,Mendoza,Politicians
@BrianBallard723,Brian,Ballard,Politicians
@nick_ayers,Nick,Ayers,Politicians
@JohnMorganESQ,John,Morgan,Politicians
@SenJohnMcCain,John,McCain,Politicians
@GeorgeHWBush,George,H.W. Bush,Politicians
@TheBushCenter,George,W. Bush,Politicians
@SpeakerRyan,Paul,Ryan,Politicians
@CarterCenter,Jimmy,Carter,Politicians
@farenthold,Blake,Farenthold,Politicians
@MooreSenate,Roy,Moore,Politicians
@MittRomney,Mitt,Romney,Politicians
@Schwarzenegger,Arnold,Schwarzenegger,Politicians
@USAGSessions,Jeff,Sessions,Politicians
@RepJohnConyers,John,Conyers,Politicians
@dickcheney,Dick,Cheney,Politicians
@GregForMontana,Greg,Gianforte,Politicians
@The_Tim_Murphy,Tim,Murphy,Politicians
@JohnKerry,John,Kerry,Politicians
@jaredpolis,Jared,Polis,Politicians
@PaulManafort,Paul,Manafort,Politicians
@PressSec,Sarah,Sanders,Politicians
@SarahPalinUSA,Sarah,Palin,Politicians
@BarneyFrank,Barney,Frank,Politicians
@DavidCameron,David,Cameron,Politicians
@VP,Mike,Pence,Politicians
@algore,Al,Gore,Politicians
@NancyPelosi,Nancy,Pelosi,Politicians
@SenateMajLdr,Mitch,McConnell,Politicians
@SenSchumer,Chuck,Schumer,Politicians
@timkaine,Tim,Kaine,Politicians
@newtgingrich,Newt,Gingrich,Politicians
@GovRauner,Bruce,Rauner,Politicians
@SenatorLeahy,Patrick,Leahy,Politicians
@MarkWarner,Mark,Warner,Politicians
@johnrobertsFox,John,Roberts,Politicians
@clairecmc,Claire,McCaskill,Politicians
@senorrinhatch,Orrin,Hatch,Politicians
@DeanBaker13,Dean,Baker,Economists
@econjared,Jared,Bernstein,Economists
@NYTimesKrugman,Paul,Krugman,Economists
@MarkThoma,Mark,Thoma,Economists
@umairh,Umair,Haque,Economists
@profsufi,Amir,Sufi,Economists
@Nouriel,Nouriel,Roubini,Economists
@justinwolfers,Justin,Wolfers,Economists
@BetseyStevenson,Betsey,Stevenson,Economists
@omzidar,Owen,Zidar,Economists
@Noahpinion,Noah,Smith,Economists
@Austan_Goolsbee,Austan,Goolsbee,Economists
@BruceBartlett,Bruce,Bartlett,Economists
@mileskimball,Miles,kimball,Economists
@KingEconomist,Stephen,King,Economists
@jodiecongirl,Jodi,Beggs,Economists
@kaushikcbasu,kaushik,Basu,Economists
@haroldpollack,Harold,Pollack,Economists
@econoflove,Shoshana,Grossbard,Economists
@SBronars,Stephen,Bronars,Economists
@joebrusuelas,Joseph,Brusuelas,Economists
@IanShepherdson,Ian,Shepherdson,Economists
@bill_easterly,William,Easterly,Economists
@AllisonSchrager,Allison,Schrager,Economists
@RBReich,Robert,Reich,Economists
@TimDuy,Tim,Duy,Economists
@kyrstensinema,Kyrsten,Sinema,Social_workers
@RepBarbaraLee,Barbara,Lee,Social_workers
@MikeLICSW,Mike,Langlois,Social_workers
@njsmyth,Nancy,Smyth,Social_workers
@socworkpodcast,Jonathan,Singer,Social_workers
@johannagreeson,Johanna,Greeson,Social_workers
@JimmySW,Jimmy,Young,Social_workers
@tiziana_dearing,Tiziana,dearing,Social_workers
@ProfessorChic,Jamie,Mitchell,Social_workers
@DrKumarVishwas,Kumar,Vishwas,Social_workers
@drjoekort,Joe,Kort,Social_workers
@BDUTT,Barkha,Dutt,Social_workers
@RaggiKotak,Raggi,Kotak,Social_workers
@Martha7144,Martha,Campbell,Social_workers
>>>>>>> 4c12b3a88b8cca0b9bb35ba715f63ceb723f1cb2:RawData/New folder/SentimentInfluencerInputData - Copy.csv
